transaction_id,timestamp,customer_id,type,amount,merchant,is_fraud
T00002380,2023-04-10 04:00:00,C03180,Purchase,775.61,Restaurant,0
T00002381,2023-04-10 05:00:00,C03277,Purchase,4025.52,Restaurant,0
T00002382,2023-04-10 06:00:00,C04791,Withdrawal,2025.94,Amazon,0
T00002383,2023-04-10 07:00:00,C00585,Transfer,440.56,Gas Station,0
T00002384,2023-04-10 08:00:00,C01452,Purchase,3010.84,Grocery Store,0
T00002385,2023-04-10 09:00:00,C01683,Deposit,3458.54,Online Retail,0
T00002386,2023-04-10 10:00:00,C04481,Transfer,3977.58,Gas Station,0
T00002387,2023-04-10 11:00:00,C00508,Deposit,4771.41,Walmart,0
T00002388,2023-04-10 12:00:00,C00716,Purchase,1668.56,Walmart,0
T00002389,2023-04-10 13:00:00,C02645,Payment,777.27,Amazon,0
T00002390,2023-04-10 14:00:00,C01747,Payment,1635.08,Grocery Store,0
T00002391,2023-04-10 15:00:00,C03579,Transfer,588.4,Walmart,0
T00002392,2023-04-10 16:00:00,C04628,Transfer,12.13,Restaurant,0
T00002393,2023-04-10 17:00:00,C00866,Payment,2835.5,Amazon,0
T00002394,2023-04-10 18:00:00,C04555,Transfer,798.17,Amazon,0
T00002395,2023-04-10 19:00:00,C01382,Payment,1360.54,Walmart,0
T00002396,2023-04-10 20:00:00,C00017,Withdrawal,2036.24,Gas Station,0
T00002397,2023-04-10 21:00:00,C01003,Deposit,1022.38,Online Retail,0
T00002398,2023-04-10 22:00:00,C04731,Transfer,2961.89,Online Retail,0
T00002399,2023-04-10 23:00:00,C00534,Deposit,2788.34,Gas Station,0
T00002400,2023-04-11 00:00:00,C04100,Withdrawal,4767.55,Amazon,0
T00002401,2023-04-11 01:00:00,C02955,Payment,2954.02,Walmart,0
T00002402,2023-04-11 02:00:00,C00159,Transfer,904.21,Walmart,0
T00002403,2023-04-11 03:00:00,C03531,Payment,2564.7,Online Retail,0
T00002404,2023-04-11 04:00:00,C02183,Payment,1949.4,Online Retail,0
T00002405,2023-04-11 05:00:00,C03215,Deposit,1302.91,Grocery Store,0
T00002406,2023-04-11 06:00:00,C00847,Purchase,3524.06,Amazon,0
T00002407,2023-04-11 07:00:00,C03391,Purchase,93.4,Gas Station,0
T00002408,2023-04-11 08:00:00,C01411,Deposit,4621.67,Online Retail,0
T00002409,2023-04-11 09:00:00,C03049,Deposit,1706.93,Walmart,0
T00002410,2023-04-11 10:00:00,C00262,Purchase,730.58,Grocery Store,0
T00002411,2023-04-11 11:00:00,C03131,Payment,3981.97,Grocery Store,0
T00002412,2023-04-11 12:00:00,C00382,Purchase,2393.83,Restaurant,0
T00002413,2023-04-11 13:00:00,C02463,Transfer,3419.49,Amazon,0
T00002414,2023-04-11 14:00:00,C01126,Deposit,2911.35,Restaurant,0
T00002415,2023-04-11 15:00:00,C02253,Withdrawal,3987.58,Grocery Store,0
T00002416,2023-04-11 16:00:00,C02769,Payment,2797.57,Restaurant,0
T00002417,2023-04-11 17:00:00,C00067,Payment,1871.45,Walmart,0
T00002418,2023-04-11 18:00:00,C03899,Purchase,2319.4,Grocery Store,0
T00002419,2023-04-11 19:00:00,C00684,Deposit,3853.19,Grocery Store,0
T00002420,2023-04-11 20:00:00,C01636,Withdrawal,538.11,Amazon,0
T00002421,2023-04-11 21:00:00,C01937,Purchase,1542.62,Restaurant,0
T00002422,2023-04-11 22:00:00,C02144,Purchase,4759.51,Grocery Store,0
T00002423,2023-04-11 23:00:00,C00547,Withdrawal,1339.56,Walmart,0
T00002424,2023-04-12 00:00:00,C01884,Transfer,3054.65,Gas Station,0
T00002425,2023-04-12 01:00:00,C01709,Deposit,3507.58,Gas Station,0
T00002426,2023-04-12 02:00:00,C02106,Withdrawal,2695.78,Gas Station,0
T00002427,2023-04-12 03:00:00,C04676,Deposit,2185.43,Online Retail,0
T00002428,2023-04-12 04:00:00,C00328,Purchase,2752.67,Restaurant,0
T00002429,2023-04-12 05:00:00,C01245,Withdrawal,1188.69,Online Retail,0
T00002430,2023-04-12 06:00:00,C00241,Purchase,3354.82,Amazon,0
T00002431,2023-04-12 07:00:00,C01659,Transfer,2011.44,Online Retail,0
T00002432,2023-04-12 08:00:00,C04615,Transfer,951.92,Restaurant,0
T00002433,2023-04-12 09:00:00,C02059,Transfer,3956.3,Grocery Store,0
T00002434,2023-04-12 10:00:00,C01773,Transfer,2326.66,Amazon,0
T00002435,2023-04-12 11:00:00,C04796,Withdrawal,4633.81,Gas Station,0
T00002436,2023-04-12 12:00:00,C00679,Withdrawal,911.88,Walmart,0
T00002437,2023-04-12 13:00:00,C03492,Purchase,953.66,Online Retail,0
T00002438,2023-04-12 14:00:00,C00471,Deposit,3368.74,Amazon,0
T00002439,2023-04-12 15:00:00,C00104,Payment,3074.21,Gas Station,0
T00002440,2023-04-12 16:00:00,C04816,Purchase,4911.02,Online Retail,0
T00002441,2023-04-12 17:00:00,C04538,Payment,1703.29,Restaurant,0
T00002442,2023-04-12 18:00:00,C01566,Purchase,1202.47,Restaurant,0
T00002443,2023-04-12 19:00:00,C04599,Transfer,3266.6,Online Retail,0
T00002444,2023-04-12 20:00:00,C03459,Payment,1746.62,Amazon,0
T00002445,2023-04-12 21:00:00,C02312,Withdrawal,1609.4,Grocery Store,0
T00002446,2023-04-12 22:00:00,C04358,Withdrawal,881.83,Gas Station,0
T00002447,2023-04-12 23:00:00,C02548,Payment,4131.4,Online Retail,0
T00002448,2023-04-13 00:00:00,C02073,Deposit,2014.59,Grocery Store,0
T00002449,2023-04-13 01:00:00,C01824,Payment,4010.05,Gas Station,0
T00002450,2023-04-13 02:00:00,C04106,Withdrawal,1809.93,Online Retail,0
T00002451,2023-04-13 03:00:00,C02189,Transfer,4544.81,Grocery Store,0
T00002452,2023-04-13 04:00:00,C04120,Deposit,1445.22,Grocery Store,0
T00002453,2023-04-13 05:00:00,C00561,Withdrawal,3464.83,Gas Station,0
T00002454,2023-04-13 06:00:00,C04218,Withdrawal,612.16,Restaurant,0
T00002455,2023-04-13 07:00:00,C00112,Deposit,1271.05,Restaurant,0
T00002456,2023-04-13 08:00:00,C02564,Purchase,3962.67,Amazon,0
T00002457,2023-04-13 09:00:00,C00103,Deposit,3043.69,Grocery Store,0
T00002458,2023-04-13 10:00:00,C02846,Withdrawal,375.82,Restaurant,0
T00002459,2023-04-13 11:00:00,C02202,Payment,4793.6,Grocery Store,1
T00002460,2023-04-13 12:00:00,C01647,Payment,3930.51,Restaurant,0
T00002461,2023-04-13 13:00:00,C01201,Payment,1388.51,Online Retail,0
T00002462,2023-04-13 14:00:00,C01987,Withdrawal,4216.98,Online Retail,0
T00002463,2023-04-13 15:00:00,C00567,Deposit,4694.44,Walmart,0
T00002464,2023-04-13 16:00:00,C02540,Purchase,2760.78,Grocery Store,0
T00002465,2023-04-13 17:00:00,C03106,Purchase,1622.88,Online Retail,0
T00002466,2023-04-13 18:00:00,C00921,Payment,311.68,Grocery Store,0
T00002467,2023-04-13 19:00:00,C02139,Withdrawal,2059.65,Walmart,0
T00002468,2023-04-13 20:00:00,C01520,Payment,2136.61,Online Retail,0
T00002469,2023-04-13 21:00:00,C02666,Payment,2429.14,Grocery Store,0
T00002470,2023-04-13 22:00:00,C03510,Transfer,2462.22,Amazon,0
T00002471,2023-04-13 23:00:00,C03873,Withdrawal,4228.16,Walmart,0
T00002472,2023-04-14 00:00:00,C02815,Purchase,60.15,Grocery Store,0
T00002473,2023-04-14 01:00:00,C01874,Withdrawal,3502.74,Online Retail,0
T00002474,2023-04-14 02:00:00,C01938,Deposit,1161.0,Grocery Store,0
T00002475,2023-04-14 03:00:00,C03854,Transfer,2414.34,Grocery Store,0
T00002476,2023-04-14 04:00:00,C03979,Purchase,1029.38,Restaurant,0
T00002477,2023-04-14 05:00:00,C02503,Purchase,3620.62,Gas Station,0
T00002478,2023-04-14 06:00:00,C03494,Transfer,3413.53,Online Retail,0
T00002479,2023-04-14 07:00:00,C04511,Transfer,3016.28,Walmart,0
T00002480,2023-04-14 08:00:00,C01740,Withdrawal,2667.29,Grocery Store,0
T00002481,2023-04-14 09:00:00,C00051,Transfer,2878.37,Gas Station,0
T00002482,2023-04-14 10:00:00,C01726,Payment,2911.77,Gas Station,0
T00002483,2023-04-14 11:00:00,C01832,Transfer,878.2,Walmart,0
T00002484,2023-04-14 12:00:00,C00623,Payment,3814.04,Walmart,0
T00002485,2023-04-14 13:00:00,C02935,Purchase,2515.37,Gas Station,0
T00002486,2023-04-14 14:00:00,C04582,Withdrawal,2660.31,Grocery Store,0
T00002487,2023-04-14 15:00:00,C03768,Deposit,2098.52,Online Retail,0
T00002488,2023-04-14 16:00:00,C02315,Purchase,788.75,Online Retail,0
T00002489,2023-04-14 17:00:00,C00678,Withdrawal,3330.07,Gas Station,0
T00002490,2023-04-14 18:00:00,C03592,Withdrawal,4784.82,Grocery Store,0
T00002491,2023-04-14 19:00:00,C04400,Withdrawal,4904.11,Restaurant,0
T00002492,2023-04-14 20:00:00,C02041,Purchase,4780.2,Gas Station,0
T00002493,2023-04-14 21:00:00,C04829,Deposit,3446.5,Amazon,0
T00002494,2023-04-14 22:00:00,C03257,Purchase,3838.57,Grocery Store,0
T00002495,2023-04-14 23:00:00,C04386,Deposit,2236.25,Restaurant,0
T00002496,2023-04-15 00:00:00,C02820,Transfer,2317.39,Restaurant,0
T00002497,2023-04-15 01:00:00,C00922,Purchase,3098.98,Online Retail,0
T00002498,2023-04-15 02:00:00,C01722,Withdrawal,95.89,Grocery Store,0
T00002499,2023-04-15 03:00:00,C02842,Transfer,3608.62,Gas Station,0
T00002500,2023-04-15 04:00:00,C00090,Withdrawal,117.02,Grocery Store,0
T00002501,2023-04-15 05:00:00,C04608,Purchase,1984.63,Online Retail,0
T00002502,2023-04-15 06:00:00,C01313,Transfer,1262.01,Amazon,0
T00002503,2023-04-15 07:00:00,C00269,Purchase,1862.86,Online Retail,0
T00002504,2023-04-15 08:00:00,C04777,Payment,898.52,Grocery Store,0
T00002505,2023-04-15 09:00:00,C00647,Withdrawal,2789.82,Online Retail,0
T00002506,2023-04-15 10:00:00,C01448,Purchase,3424.0,Grocery Store,0
T00002507,2023-04-15 11:00:00,C00153,Transfer,1733.89,Walmart,0
T00002508,2023-04-15 12:00:00,C04251,Deposit,858.52,Online Retail,0
T00002509,2023-04-15 13:00:00,C04397,Transfer,4044.63,Online Retail,0
T00002510,2023-04-15 14:00:00,C03847,Withdrawal,454.35,Grocery Store,0
T00002511,2023-04-15 15:00:00,C03972,Payment,2981.14,Grocery Store,0
T00002512,2023-04-15 16:00:00,C01670,Withdrawal,4753.8,Gas Station,0
T00002513,2023-04-15 17:00:00,C03363,Deposit,3062.52,Walmart,0
T00002514,2023-04-15 18:00:00,C02139,Transfer,4781.81,Amazon,0
T00002515,2023-04-15 19:00:00,C01204,Deposit,253.66,Grocery Store,0
T00002516,2023-04-15 20:00:00,C02910,Transfer,4092.29,Restaurant,0
T00002517,2023-04-15 21:00:00,C04038,Withdrawal,4405.33,Grocery Store,0
T00002518,2023-04-15 22:00:00,C03484,Deposit,3100.47,Online Retail,0
T00002519,2023-04-15 23:00:00,C04822,Deposit,1158.76,Restaurant,0
T00002520,2023-04-16 00:00:00,C04087,Withdrawal,351.87,Restaurant,0
T00002521,2023-04-16 01:00:00,C02587,Payment,1981.3,Online Retail,0
T00002522,2023-04-16 02:00:00,C02705,Payment,600.22,Gas Station,0
T00002523,2023-04-16 03:00:00,C00527,Payment,1734.62,Gas Station,0
T00002524,2023-04-16 04:00:00,C00590,Purchase,227.63,Restaurant,0
T00002525,2023-04-16 05:00:00,C03731,Withdrawal,3408.22,Walmart,0
T00002526,2023-04-16 06:00:00,C04737,Transfer,2635.71,Online Retail,0
T00002527,2023-04-16 07:00:00,C01767,Transfer,1709.43,Walmart,0
T00002528,2023-04-16 08:00:00,C00050,Transfer,4577.41,Walmart,0
T00002529,2023-04-16 09:00:00,C01785,Purchase,804.83,Grocery Store,0
T00002530,2023-04-16 10:00:00,C02351,Purchase,4463.61,Gas Station,0
T00002531,2023-04-16 11:00:00,C03353,Transfer,4020.53,Restaurant,0
T00002532,2023-04-16 12:00:00,C03146,Purchase,121.58,Online Retail,0
T00002533,2023-04-16 13:00:00,C03304,Purchase,4223.86,Gas Station,0
T00002534,2023-04-16 14:00:00,C03983,Payment,1825.09,Restaurant,0
T00002535,2023-04-16 15:00:00,C03448,Purchase,4549.1,Walmart,0
T00002536,2023-04-16 16:00:00,C03472,Withdrawal,1138.65,Gas Station,0
T00002537,2023-04-16 17:00:00,C04997,Payment,1541.46,Amazon,0
T00002538,2023-04-16 18:00:00,C02773,Transfer,1685.71,Restaurant,0
T00002539,2023-04-16 19:00:00,C02062,Withdrawal,1345.46,Restaurant,0
T00002540,2023-04-16 20:00:00,C02007,Deposit,1818.68,Amazon,0
T00002541,2023-04-16 21:00:00,C00452,Purchase,2141.22,Grocery Store,0
T00002542,2023-04-16 22:00:00,C04081,Withdrawal,4948.55,Gas Station,0
T00002543,2023-04-16 23:00:00,C03265,Deposit,3605.97,Grocery Store,0
T00002544,2023-04-17 00:00:00,C04615,Deposit,2589.9,Online Retail,0
T00002545,2023-04-17 01:00:00,C02094,Withdrawal,76.79,Walmart,0
T00002546,2023-04-17 02:00:00,C03717,Deposit,2267.82,Restaurant,0
T00002547,2023-04-17 03:00:00,C02281,Payment,2944.22,Online Retail,0
T00002548,2023-04-17 04:00:00,C00846,Deposit,1878.48,Online Retail,0
T00002549,2023-04-17 05:00:00,C02284,Transfer,4839.92,Grocery Store,0
T00002550,2023-04-17 06:00:00,C01997,Purchase,1205.07,Walmart,0
T00002551,2023-04-17 07:00:00,C00844,Deposit,3868.74,Gas Station,0
T00002552,2023-04-17 08:00:00,C01273,Withdrawal,2947.94,Restaurant,0
T00002553,2023-04-17 09:00:00,C02783,Payment,3922.41,Grocery Store,0
T00002554,2023-04-17 10:00:00,C00038,Withdrawal,3216.35,Walmart,0
T00002555,2023-04-17 11:00:00,C01822,Deposit,4052.22,Gas Station,0
T00002556,2023-04-17 12:00:00,C03016,Payment,3355.12,Online Retail,0
T00002557,2023-04-17 13:00:00,C04985,Deposit,4154.58,Restaurant,0
T00002558,2023-04-17 14:00:00,C02260,Payment,3551.82,Restaurant,0
T00002559,2023-04-17 15:00:00,C02169,Payment,657.97,Online Retail,0
T00002560,2023-04-17 16:00:00,C03496,Payment,517.22,Grocery Store,0
T00002561,2023-04-17 17:00:00,C04647,Purchase,3968.04,Grocery Store,0
T00002562,2023-04-17 18:00:00,C01353,Deposit,3615.46,Online Retail,0
T00002563,2023-04-17 19:00:00,C02128,Transfer,3723.95,Online Retail,0
T00002564,2023-04-17 20:00:00,C04898,Payment,3648.39,Walmart,0
T00002565,2023-04-17 21:00:00,C01459,Withdrawal,3781.18,Online Retail,0
T00002566,2023-04-17 22:00:00,C02230,Withdrawal,3196.1,Gas Station,0
T00002567,2023-04-17 23:00:00,C04833,Deposit,1756.72,Amazon,0
T00002568,2023-04-18 00:00:00,C04036,Withdrawal,3238.8,Walmart,0
T00002569,2023-04-18 01:00:00,C04757,Payment,3239.88,Amazon,0
T00002570,2023-04-18 02:00:00,C00899,Withdrawal,1461.08,Grocery Store,0
T00002571,2023-04-18 03:00:00,C00866,Purchase,4216.66,Amazon,0
T00002572,2023-04-18 04:00:00,C02100,Payment,2609.53,Restaurant,0
T00002573,2023-04-18 05:00:00,C03050,Withdrawal,3910.85,Online Retail,0
T00002574,2023-04-18 06:00:00,C00609,Payment,1119.97,Gas Station,0
T00002575,2023-04-18 07:00:00,C01123,Deposit,4723.01,Amazon,0
T00002576,2023-04-18 08:00:00,C01873,Payment,4541.0,Online Retail,0
T00002577,2023-04-18 09:00:00,C01946,Payment,3829.37,Online Retail,0
T00002578,2023-04-18 10:00:00,C02279,Purchase,3082.0,Walmart,0
T00002579,2023-04-18 11:00:00,C04846,Transfer,1443.7,Restaurant,0
T00002580,2023-04-18 12:00:00,C01722,Purchase,4627.6,Restaurant,0
T00002581,2023-04-18 13:00:00,C03516,Withdrawal,4579.35,Restaurant,0
T00002582,2023-04-18 14:00:00,C04708,Payment,3423.32,Restaurant,0
T00002583,2023-04-18 15:00:00,C00718,Deposit,4839.65,Walmart,0
T00002584,2023-04-18 16:00:00,C03083,Payment,2981.92,Online Retail,0
T00002585,2023-04-18 17:00:00,C01556,Payment,967.49,Gas Station,0
T00002586,2023-04-18 18:00:00,C04485,Transfer,3162.09,Gas Station,0
T00002587,2023-04-18 19:00:00,C04741,Deposit,2152.9,Walmart,0
T00002588,2023-04-18 20:00:00,C02402,Deposit,4673.65,Gas Station,0
T00002589,2023-04-18 21:00:00,C01678,Deposit,2397.87,Gas Station,0
T00002590,2023-04-18 22:00:00,C04595,Purchase,3504.04,Gas Station,0
T00002591,2023-04-18 23:00:00,C02364,Deposit,1918.65,Online Retail,0
T00002592,2023-04-19 00:00:00,C03338,Transfer,784.7,Grocery Store,0
T00002593,2023-04-19 01:00:00,C00560,Purchase,4450.8,Online Retail,0
T00002594,2023-04-19 02:00:00,C02230,Withdrawal,3715.81,Grocery Store,0
T00002595,2023-04-19 03:00:00,C00621,Transfer,1743.13,Amazon,0
T00002596,2023-04-19 04:00:00,C02126,Transfer,3791.15,Walmart,0
T00002597,2023-04-19 05:00:00,C01009,Withdrawal,4528.18,Amazon,0
T00002598,2023-04-19 06:00:00,C00506,Payment,3756.46,Restaurant,0
T00002599,2023-04-19 07:00:00,C03211,Transfer,3997.79,Gas Station,0
T00002600,2023-04-19 08:00:00,C04939,Transfer,1588.97,Grocery Store,0
T00002601,2023-04-19 09:00:00,C01181,Payment,3582.25,Online Retail,0
T00002602,2023-04-19 10:00:00,C00227,Payment,2275.29,Grocery Store,0
T00002603,2023-04-19 11:00:00,C00989,Purchase,1541.49,Grocery Store,0
T00002604,2023-04-19 12:00:00,C03956,Purchase,2536.61,Grocery Store,0
T00002605,2023-04-19 13:00:00,C00955,Purchase,2316.31,Online Retail,0
T00002606,2023-04-19 14:00:00,C00455,Payment,2246.28,Restaurant,0
T00002607,2023-04-19 15:00:00,C01574,Purchase,3114.66,Amazon,0
T00002608,2023-04-19 16:00:00,C03248,Payment,3293.42,Online Retail,0
T00002609,2023-04-19 17:00:00,C04275,Purchase,356.66,Gas Station,0
T00002610,2023-04-19 18:00:00,C01205,Payment,173.79,Restaurant,0
T00002611,2023-04-19 19:00:00,C02536,Purchase,4303.62,Gas Station,0
T00002612,2023-04-19 20:00:00,C00515,Payment,2974.35,Walmart,0
T00002613,2023-04-19 21:00:00,C04825,Purchase,1522.23,Gas Station,0
T00002614,2023-04-19 22:00:00,C01680,Payment,4308.5,Grocery Store,0
T00002615,2023-04-19 23:00:00,C02272,Payment,4218.79,Grocery Store,0
T00002616,2023-04-20 00:00:00,C04579,Purchase,2929.53,Amazon,0
T00002617,2023-04-20 01:00:00,C03250,Deposit,1762.99,Online Retail,0
T00002618,2023-04-20 02:00:00,C03363,Purchase,3867.77,Restaurant,0
T00002619,2023-04-20 03:00:00,C04590,Withdrawal,11.23,Online Retail,0
T00002620,2023-04-20 04:00:00,C00160,Deposit,423.09,Restaurant,0
T00002621,2023-04-20 05:00:00,C00728,Transfer,2191.82,Online Retail,0
T00002622,2023-04-20 06:00:00,C01558,Withdrawal,626.09,Restaurant,0
T00002623,2023-04-20 07:00:00,C04468,Deposit,3210.55,Gas Station,0
T00002624,2023-04-20 08:00:00,C03494,Transfer,3449.88,Grocery Store,0
T00002625,2023-04-20 09:00:00,C02512,Purchase,4762.23,Gas Station,0
T00002626,2023-04-20 10:00:00,C04986,Payment,794.15,Walmart,0
T00002627,2023-04-20 11:00:00,C02765,Purchase,585.35,Restaurant,0
T00002628,2023-04-20 12:00:00,C02672,Purchase,4160.56,Gas Station,0
T00002629,2023-04-20 13:00:00,C00095,Transfer,1919.69,Gas Station,0
T00002630,2023-04-20 14:00:00,C01821,Transfer,994.69,Grocery Store,0
T00002631,2023-04-20 15:00:00,C02076,Payment,1086.46,Amazon,0
T00002632,2023-04-20 16:00:00,C04307,Payment,4119.06,Amazon,0
T00002633,2023-04-20 17:00:00,C03085,Payment,4655.56,Grocery Store,0
T00002634,2023-04-20 18:00:00,C02194,Withdrawal,1826.27,Restaurant,0
T00002635,2023-04-20 19:00:00,C00390,Withdrawal,1542.1,Restaurant,0
T00002636,2023-04-20 20:00:00,C00209,Transfer,3846.48,Grocery Store,0
T00002637,2023-04-20 21:00:00,C00481,Deposit,2349.34,Amazon,0
T00002638,2023-04-20 22:00:00,C01251,Withdrawal,4071.99,Grocery Store,0
T00002639,2023-04-20 23:00:00,C02717,Withdrawal,936.1,Walmart,0
T00002640,2023-04-21 00:00:00,C03226,Deposit,4407.39,Online Retail,0
T00002641,2023-04-21 01:00:00,C03985,Payment,3498.03,Amazon,0
T00002642,2023-04-21 02:00:00,C01380,Withdrawal,4499.27,Amazon,0
T00002643,2023-04-21 03:00:00,C02674,Withdrawal,121.04,Amazon,0
T00002644,2023-04-21 04:00:00,C00032,Payment,889.84,Amazon,0
T00002645,2023-04-21 05:00:00,C04960,Deposit,1607.58,Grocery Store,0
T00002646,2023-04-21 06:00:00,C01678,Withdrawal,1548.85,Restaurant,0
T00002647,2023-04-21 07:00:00,C01062,Deposit,2803.55,Online Retail,0
T00002648,2023-04-21 08:00:00,C04120,Transfer,1377.41,Grocery Store,0
T00002649,2023-04-21 09:00:00,C02964,Purchase,1908.1,Grocery Store,0
T00002650,2023-04-21 10:00:00,C02805,Deposit,574.62,Gas Station,0
T00002651,2023-04-21 11:00:00,C01261,Purchase,1695.74,Walmart,0
T00002652,2023-04-21 12:00:00,C02963,Withdrawal,4249.7,Walmart,0
T00002653,2023-04-21 13:00:00,C04424,Payment,2463.95,Online Retail,0
T00002654,2023-04-21 14:00:00,C03939,Withdrawal,1910.61,Amazon,0
T00002655,2023-04-21 15:00:00,C01619,Payment,4436.49,Gas Station,0
T00002656,2023-04-21 16:00:00,C01020,Purchase,3709.01,Amazon,0
T00002657,2023-04-21 17:00:00,C03987,Transfer,3291.49,Amazon,0
T00002658,2023-04-21 18:00:00,C04916,Withdrawal,1659.22,Restaurant,0
T00002659,2023-04-21 19:00:00,C01100,Payment,148.47,Online Retail,0
T00002660,2023-04-21 20:00:00,C04306,Withdrawal,73.29,Restaurant,0
T00002661,2023-04-21 21:00:00,C04663,Withdrawal,4722.6,Online Retail,0
T00002662,2023-04-21 22:00:00,C04540,Transfer,4222.17,Gas Station,0
T00002663,2023-04-21 23:00:00,C00304,Withdrawal,1094.89,Gas Station,0
T00002664,2023-04-22 00:00:00,C01229,Withdrawal,1253.0,Grocery Store,0
T00002665,2023-04-22 01:00:00,C03738,Purchase,2185.06,Walmart,0
T00002666,2023-04-22 02:00:00,C00050,Deposit,4546.94,Amazon,0
T00002667,2023-04-22 03:00:00,C04800,Payment,2012.64,Grocery Store,0
T00002668,2023-04-22 04:00:00,C04481,Transfer,13.89,Restaurant,0
T00002669,2023-04-22 05:00:00,C00586,Purchase,1792.46,Walmart,0
T00002670,2023-04-22 06:00:00,C03521,Transfer,1290.34,Restaurant,0
T00002671,2023-04-22 07:00:00,C01978,Purchase,2290.9,Walmart,0
T00002672,2023-04-22 08:00:00,C03008,Transfer,307.42,Online Retail,0
T00002673,2023-04-22 09:00:00,C01597,Transfer,4502.59,Walmart,0
T00002674,2023-04-22 10:00:00,C04800,Purchase,3188.71,Gas Station,0
T00002675,2023-04-22 11:00:00,C02110,Payment,4592.58,Grocery Store,0
T00002676,2023-04-22 12:00:00,C00478,Purchase,4317.71,Online Retail,0
T00002677,2023-04-22 13:00:00,C01573,Deposit,1931.35,Amazon,0
T00002678,2023-04-22 14:00:00,C00966,Transfer,3158.77,Walmart,0
T00002679,2023-04-22 15:00:00,C02872,Deposit,2171.41,Gas Station,0
T00002680,2023-04-22 16:00:00,C03698,Deposit,4887.59,Amazon,0
T00002681,2023-04-22 17:00:00,C03516,Withdrawal,2426.26,Online Retail,0
T00002682,2023-04-22 18:00:00,C00532,Transfer,3799.37,Amazon,0
T00002683,2023-04-22 19:00:00,C02932,Purchase,1591.02,Amazon,0
T00002684,2023-04-22 20:00:00,C00929,Deposit,297.11,Amazon,0
T00002685,2023-04-22 21:00:00,C00358,Withdrawal,3529.91,Walmart,0
T00002686,2023-04-22 22:00:00,C03370,Withdrawal,4106.6,Gas Station,0
T00002687,2023-04-22 23:00:00,C00825,Transfer,3721.52,Walmart,0
T00002688,2023-04-23 00:00:00,C02749,Purchase,3417.06,Amazon,0
T00002689,2023-04-23 01:00:00,C03796,Purchase,948.84,Walmart,0
T00002690,2023-04-23 02:00:00,C02160,Deposit,3177.54,Online Retail,0
T00002691,2023-04-23 03:00:00,C02212,Withdrawal,4231.55,Walmart,0
T00002692,2023-04-23 04:00:00,C01301,Deposit,210.32,Grocery Store,0
T00002693,2023-04-23 05:00:00,C03952,Payment,3700.12,Amazon,0
T00002694,2023-04-23 06:00:00,C00882,Withdrawal,4161.2,Restaurant,0
T00002695,2023-04-23 07:00:00,C02760,Deposit,2227.44,Restaurant,0
T00002696,2023-04-23 08:00:00,C04389,Deposit,4850.66,Online Retail,0
T00002697,2023-04-23 09:00:00,C01065,Purchase,577.58,Amazon,0
T00002698,2023-04-23 10:00:00,C00605,Deposit,4164.51,Grocery Store,0
T00002699,2023-04-23 11:00:00,C03311,Withdrawal,793.06,Amazon,0
T00002700,2023-04-23 12:00:00,C02882,Purchase,700.53,Amazon,0
T00002701,2023-04-23 13:00:00,C02757,Payment,3162.04,Amazon,0
T00002702,2023-04-23 14:00:00,C04536,Deposit,2449.28,Walmart,0
T00002703,2023-04-23 15:00:00,C01868,Withdrawal,3036.43,Online Retail,0
T00002704,2023-04-23 16:00:00,C02737,Withdrawal,4568.64,Gas Station,0
T00002705,2023-04-23 17:00:00,C04919,Payment,556.97,Amazon,0
T00002706,2023-04-23 18:00:00,C03319,Purchase,510.67,Online Retail,0
T00002707,2023-04-23 19:00:00,C02641,Transfer,2330.47,Walmart,0
T00002708,2023-04-23 20:00:00,C02120,Withdrawal,321.21,Amazon,0
T00002709,2023-04-23 21:00:00,C03866,Purchase,1012.73,Restaurant,0
T00002710,2023-04-23 22:00:00,C02791,Deposit,1292.13,Gas Station,0
T00002711,2023-04-23 23:00:00,C03910,Payment,158.48,Amazon,0
T00002712,2023-04-24 00:00:00,C01933,Transfer,3429.0,Online Retail,0
T00002713,2023-04-24 01:00:00,C04139,Deposit,596.05,Amazon,0
T00002714,2023-04-24 02:00:00,C00687,Purchase,2163.38,Online Retail,0
T00002715,2023-04-24 03:00:00,C04117,Deposit,1296.49,Online Retail,0
T00002716,2023-04-24 04:00:00,C03160,Withdrawal,1428.02,Amazon,0
T00002717,2023-04-24 05:00:00,C04073,Transfer,3043.39,Grocery Store,0
T00002718,2023-04-24 06:00:00,C03817,Deposit,2927.24,Gas Station,0
T00002719,2023-04-24 07:00:00,C00120,Withdrawal,3142.47,Online Retail,0
T00002720,2023-04-24 08:00:00,C01623,Withdrawal,4094.97,Grocery Store,0
T00002721,2023-04-24 09:00:00,C02974,Withdrawal,1214.02,Amazon,0
T00002722,2023-04-24 10:00:00,C03762,Deposit,2452.18,Grocery Store,0
T00002723,2023-04-24 11:00:00,C02586,Transfer,3174.0,Online Retail,0
T00002724,2023-04-24 12:00:00,C04001,Deposit,4412.15,Gas Station,0
T00002725,2023-04-24 13:00:00,C00710,Transfer,303.82,Amazon,0
T00002726,2023-04-24 14:00:00,C02272,Transfer,3987.6,Walmart,0
T00002727,2023-04-24 15:00:00,C03488,Withdrawal,3840.95,Gas Station,0
T00002728,2023-04-24 16:00:00,C04276,Withdrawal,2782.69,Amazon,0
